0	75.86	96	59	6.64241	-1
10	97.19	105	94	2.47694	-1
20	111.59	118	109	2.24776	-1
30	124.02	131	122	1.84763	-1
40	133.99	138	132	1.50753	-1
50	141.45	146	140	1.17529	-1
60	145.58	147	145	0.606031	-1
70	148.43	150	148	0.536638	-1
80	150	150	150	0	-1
90	150	150	150	0	-1
100	150	150	150	0	-1
110	150	150	150	0	-1
120	150	150	150	0	-1
130	150	150	150	0	-1
140	150	150	150	0	-1
150	150	150	150	0	-1
160	150	150	150	0	-1
170	150	150	150	0	-1
180	150	150	150	0	-1
190	150	150	150	0	-1
200	150	150	150	0	-1
